7.598600333351399750e+05,3.300220090309589286e+05,-9.321694579992615036e+04,-1.838189659918679681e+05,-1.386583799059205223e+06,-4.821253257180151559e+04,-4.842929206337043070e+03,-1.793725527148375404e+05,-3.803570541619019878e+03,-7.423739529807490180e+04,-6.151128766463019565e+04,-4.884043742876894248e+04,-3.904760885969601804e+04,-3.143562510318018030e+04,-2.530649452170237782e+04,-1.930704623223225644e+04,-1.531649156433520147e+04,-1.027578151274005540e+04,-9.183158370948883658e+02,-2.002723320813888131e+04,1.562427464689516455e+03,2.069900984833635157e+05,2.644477593027846888e+05,2.471664784498722292e+05,2.141535606229279074e+05,1.831615081906007254e+05,1.562521029955505510e+05,1.251923084699664032e+05,1.062002857549038745e+05,7.964459973226481816e+04,1.986825999098357715e+04,-7.440861884647564750e+01,-5.286045099494462193e+03,-1.001466404439837424e+04,-1.529940761981595460e+04,-2.145614361483778339e+04,-2.921363891264201084e+04,-3.946016475079848169e+04,-5.414082870389529126e+04,-7.970774037809118454e+04,-1.622961816943699378e+05,-2.174163169250472038e+03,-4.425259969173112768e+04,-5.282714933246064174e+04,-6.495062902109394781e+04,-7.652935636524968140e+04,-9.024521619151551567e+04,-1.054581408321454219e+05,-1.236800415810069535e+05,-1.468878936535716930e+05,-1.906613974857212743e+05
3.300220090309587540e+05,4.877689956215852872e+05,-1.295071052474071766e+05,-2.821958601581429830e+05,-9.259432465765809175e+05,-3.981380104255781771e+04,-4.746721832893410465e+03,-1.086195666539648955e+05,-1.252367382371175609e+03,-9.538881334115688514e+04,-4.306312413979120902e+04,-3.277430405914915173e+04,-2.203429199231541133e+04,-1.626241502111604859e+04,-1.170502918152681195e+04,-7.969900711548380968e+03,-5.345280963872192842e+03,-2.523997376213818370e+03,-6.765925141131597798e+01,-1.595764280829092968e+04,1.350303541163159480e+03,2.492009661871030403e+04,1.168863652787055471e+05,1.397021268435667153e+05,1.049349091619501851e+05,8.716885369768239616e+04,6.837312185104671516e+04,5.025506128818322759e+04,3.740592505481721309e+04,2.107071120168013294e+04,1.367119301016547070e+03,-3.396605976656966845e+02,-4.587859155547595947e+03,-8.738169400875975043e+03,-1.307710654272749343e+04,-1.789923393656004919e+04,-2.361993500264859540e+04,-3.070457487099420905e+04,-4.015162475624086073e+04,-5.527286774242595129e+04,-9.590626331429943093e+04,2.158770725840324758e+03,-3.744899666986276134e+04,-3.331137888252569246e+04,-4.253390884092491615e+04,-4.729748628332883527e+04,-5.398843731854033831e+04,-6.034178804692970880e+04,-6.799149652012625302e+04,-7.624483749296332826e+04,-7.612932815508639032e+04
-9.321694579992619401e+04,-1.295071052474071330e+05,3.567366320450154308e+04,8.172031875486849458e+04,2.611878969450651784e+05,1.134945354736634908e+04,1.352842880907151766e+03,3.009173756002012669e+04,3.192166743889641793e+02,2.915930874073657469e+04,1.205761922070561559e+04,9.154275633153503804e+03,5.977338430303502719e+03,4.361344064323899147e+03,3.088753439477181928e+03,2.075055325684441868e+03,1.371006550385866603e+03,6.345586553362957147e+02,1.635018722196881313e+01,4.432342740608371969e+03,-3.767898321957305825e+02,-5.958310864758575917e+03,-3.135090780884029300e+04,-3.885764090892794775e+04,-2.812949698612694556e+04,-2.318686117653722613e+04,-1.788007125498777896e+04,-1.298863998072375944e+04,-9.540787020956679044e+03,-5.274278543009719215e+03,-3.267412565986368236e+02,9.852028754842535818e+01,1.375984663037729888e+03,2.607741241223074212e+03,3.874588975382274384e+03,5.264917493496971474e+03,6.894456047350351582e+03,8.885952962839699467e+03,1.150788384042749931e+04,1.563991059648599912e+04,2.649089159541042318e+04,-6.059918901769258355e+02,1.150236172702249860e+04,9.770585452546520173e+03,1.241985687819879786e+04,1.358362248926135544e+04,1.530814533797080912e+04,1.688486060553669085e+04,1.876689598403772470e+04,2.067421330547257821e+04,2.016656805858550433e+04
-1.838189659918679390e+05,-2.821958601581429830e+05,8.172031875486848003e+04,2.211869644720468204e+05,5.807927968075810932e+05,2.706890652890099955e+04,3.240519851100878441e+03,5.928869269326728681e+04,5.774663903840016701e+02,9.396209778809286945e+04,2.709466735489546409e+04,1.958862107722194560e+04,1.028151689978260401e+04,6.556790755527001238e+03,3.742107879157983007e+03,1.935938709247744328e+03,7.883104642371475848e+02,-7.903552179277200196e+01,-2.867932020881037403e+01,6.538247395160055021e+03,-6.927080037022911938e+02,2.208128556564755854e+03,-5.253832389776162745e+04,-8.076123246833967278e+04,-4.548919102811871562e+04,-3.482650646162248449e+04,-2.225393057958077043e+04,-1.342018049559298925e+04,-7.340407740016867137e+03,-1.570858237729879647e+03,6.475168437033920554e+02,2.580746539451818080e+02,4.012499225418327569e+03,7.523543629733032503e+03,1.090416796440690450e+04,1.441960118202260855e+04,1.830037976169108151e+04,2.270225604995788308e+04,2.804579991083998175e+04,3.555058832344398979e+04,5.115630103724473884e+04,-1.197589586661565590e+03,3.752401471502164350e+04,2.705714775627151903e+04,3.357113822485531273e+04,3.397783894709661399e+04,3.570052647072527179e+04,3.632218240060875542e+04,3.674052203255597851e+04,3.512899274577000324e+04,2.440293802291999600e+04
-1.386583799059204757e+06,-9.259432465765809175e+05,2.611878969450651493e+05,5.807927968075810932e+05,3.004737453188165091e+06,1.219215214200093178e+05,1.358693962523883602e+04,3.584703118316910695e+05,-2.023031037043842844e+03,2.736272235964553547e+05,1.352746836754058313e+05,1.035575348688498489e+05,7.342625405723143194e+04,5.612983503537373326e+04,4.288302545719671616e+04,3.148492104674993971e+04,2.355676313475379357e+04,1.446322254834778505e+04,6.049180213168320961e+02,9.784900836335308850e+04,-6.882288452044297628e+03,-3.562904602115336456e+05,-4.508895831219689571e+05,-4.597466872100797482e+05,-3.458954122295575798e+05,-2.826598584862998687e+05,-2.255293990043097292e+05,-1.700720975951118453e+05,-1.342953029593534011e+05,-9.015115672466209799e+04,-1.317829730874582310e+04,1.262562130121905739e+03,1.756427930477967311e+04,3.073793061780476637e+04,4.404129772525797307e+04,5.850856858952878247e+04,7.562210536240538931e+04,9.702065985003423702e+04,1.258074373373984417e+05,1.729952562011739064e+05,3.117906377279238077e+05,-1.498835144950764152e+04,1.090711819531448273e+05,9.657848870064658695e+04,1.224486723572436167e+05,1.378378172328954679e+05,1.596720398508513463e+05,1.818783787669754820e+05,2.098099863758471911e+05,2.425710064167915261e+05,2.918905933661155286e+05
-4.821253257180150104e+04,-3.981380104255781043e+04,1.134945354736634908e+04,2.706890652890099591e+04,1.219215214200093324e+05,8.046373191188599776e+03,1.039932992253406610e+03,1.486898977272821503e+04,-1.793985414457098386e+03,1.296096003079762158e+04,3.890329173077689120e+03,3.629466618591269707e+03,2.636098930169346204e+03,2.292039403150595717e+03,1.939816175860140675e+03,1.624043420854293572e+03,1.327721311077245673e+03,8.883979749186373738e+02,-4.132064253269761878e+01,1.657899403696728405e+04,-1.120219891750612533e+03,9.381427222095317120e+02,-7.990918598823582215e+02,-6.778375166971276485e+03,-3.536033777624584218e+03,-3.692782111865662046e+03,-3.087742784048736212e+03,-2.472719762388132494e+03,-2.167190230273124598e+03,-1.528721794908347647e+03,8.644925820268466623e+02,2.669775284423849939e+02,1.179906411486137131e+03,1.650871238797456499e+03,2.081790733683215421e+03,2.529475277270361858e+03,3.052481086740149749e+03,3.758118066018568243e+03,4.719190916363079850e+03,6.459959274469572847e+03,1.287932313471818634e+04,-5.635491161881085645e+03,-2.913378986935779267e+03,-4.804769403056810006e+03,-3.637702618900143989e+03,-3.034087391933993331e+03,-1.773460976566692580e+03,-3.571567553969812252e+02,1.766651888533314377e+03,4.765942725505619819e+03,1.128298879361051331e+04
-4.842929206337043070e+03,-4.746721832893411374e+03,1.352842880907151539e+03,3.240519851100878896e+03,1.358693962523883238e+04,1.039932992253406610e+03,1.454042388353974502e+02,1.683470035558935251e+03,-2.956484603357855576e+02,1.240691851619371846e+03,5.575658693196475042e+02,4.280079453508706138e+02,3.119159730136233293e+02,2.599380815485974381e+02,2.190264132348515034e+02,1.872675353283986226e+02,1.538932551068367900e+02,1.016396873711928066e+02,-1.821113449495521053e+01,2.428793407608453435e+03,-1.348942378869570007e+02,1.784647652685030152e+02,-7.346569160553204938e+02,-7.701879393139168997e+02,-3.183855805942145025e+02,-1.349449808622836144e+02,2.746951225812972552e+01,1.527528291185450087e+02,2.333916672295067656e+02,2.972905215489058719e+02,3.867656524893405390e+02,2.483156451509036700e+01,1.324827358327482614e+02,1.972935083189300087e+02,2.576320089617580038e+02,3.153270186319546724e+02,3.763431474590826156e+02,4.523577935937606753e+02,5.427270828457448033e+02,6.946928896529325357e+02,1.295096737362561953e+03,-4.490626436264413428e+02,-2.516876818733020968e+02,-4.519322527552690190e+02,-4.618083166601360290e+02,-4.841609818395524485e+02,-4.438284969812119130e+02,-3.848027731239303080e+02,-2.299153443118690348e+02,4.507258330471154295e+01,8.450333921036999527e+02
-1.793725527148375695e+05,-1.086195666539649537e+05,3.009173756002013397e+04,5.928869269326730137e+04,3.584703118316910113e+05,1.486898977272821503e+04,1.683470035558935933e+03,4.801978891211718292e+04,-1.068083236699210374e+02,1.690748610059641578e+04,1.512124754034134276e+04,1.272442681920875475e+04,1.049870656947557472e+04,8.708553316786073992e+03,7.231613264125651767e+03,5.689501060449982106e+03,4.563280707865592376e+03,3.041030570294855352e+03,1.466736788241943543e+02,1.357026283648690878e+04,-8.481598269411397268e+02,-2.201154056174556899e+04,-5.715471596561872138e+04,-5.842807695108681219e+04,-5.228824803714751033e+04,-4.563371271057684498e+04,-3.957072549759195681e+04,-3.182161416074214503e+04,-2.673624086323951633e+04,-1.936185285299805400e+04,-3.182486113504344303e+03,1.198930526411770359e+02,1.362601805047345351e+03,2.526225362957018660e+03,3.867195274294219871e+03,5.441982587853336554e+03,7.438343618884732678e+03,1.011795734182961678e+04,1.396343218147546759e+04,2.078086477248687515e+04,4.347209265175042674e+04,-1.576621345300807207e+03,6.487547308942826021e+03,9.083764550674804923e+03,1.215052118719447753e+04,1.524387332067560237e+04,1.904252730034349588e+04,2.336672852250020514e+04,2.894979498489275647e+04,3.654232639180467231e+04,5.082601731300530082e+04
-3.803570541619020332e+03,-1.252367382371173790e+03,3.192166743889643499e+02,5.774663903840023522e+02,-2.023031037043838751e+03,-1.793985414457097704e+03,-2.956484603357856713e+02,-1.068083236699210374e+02,1.279087361626160600e+03,-2.965758988147873083e+02,-1.279208064151105191e+02,-1.360750126610728046e+02,-1.045177291680099074e+02,-9.094364156278058431e+01,-5.992314700648058334e+01,-5.105787794375398647e+01,1.075270030507138408e+01,8.400688087875042243e+01,8.980708408796331810e+01,-8.989015919013694656e+03,5.764221176516236937e+02,-2.958115467024182180e+03,-4.570907385937381150e+03,-4.811537360239502959e+03,-4.932344252237263390e+03,-4.813412467513834599e+03,-4.720385138612766241e+03,-4.472488040556890155e+03,-4.377087950148557866e+03,-4.034111553355269734e+03,-1.920195303409579537e+03,-1.411209814469421246e+02,-3.705858388748244465e+02,-3.841940984232322194e+02,-3.770500439305838540e+02,-3.479590750531361891e+02,-2.951207382702106088e+02,-2.337407094034184638e+02,-9.691627364525646726e+01,1.773873227620281057e+02,1.298990700984189289e+03,3.230590601054977924e+03,4.633265580310988298e+03,4.756646684371835363e+03,4.747907066664039121e+03,4.650325956338719152e+03,4.450283071154784011e+03,4.269095658785419801e+03,3.977742362624386260e+03,3.687763613449630611e+03,3.727879034311247324e+03
-7.423739529807488725e+04,-9.538881334115687059e+04,2.915930874073657105e+04,9.396209778809289855e+04,2.736272235964552965e+05,1.296096003079762522e+04,1.240691851619371846e+03,1.690748610059642306e+04,-2.965758988147873652e+02,1.169201008660540683e+05,-2.790095604404673577e+04,5.771803985991278751e+03,-2.632423008429618221e+03,2.237905309526338726e+02,-3.081624118847304317e+02,-5.400107389208653785e+01,-4.235052839525324231e+01,-1.338060729839565788e+01,-1.222299498268791806e+00,3.404679665303865022e+03,-4.055603637403798984e+02,-7.222160434781460208e+04,1.577852653824529843e+05,-4.090459107104653231e+04,2.288292782997424365e+04,-1.860354719708128641e+03,3.303994509518995073e+03,6.378782709631826719e+02,4.818516818956455268e+02,1.478707629163493777e+02,2.015848394310394553e+01,2.650049925274007592e+02,3.164761048400855088e+03,7.096132345312754296e+03,9.044822615483204572e+03,1.045393356694881913e+04,1.159230100762382972e+04,1.256874291418004941e+04,1.346576074374209566e+04,1.446861506275631655e+04,1.604823009490943332e+04,-1.110820868787654035e+04,3.518633311054359365e+04,5.562191191943191370e+03,1.623526640742914969e+04,7.724523463964240364e+03,7.274270077506399502e+03,5.313559876977011299e+03,4.514242267196807006e+03,3.622276062076905873e+03,2.039513809943889555e+03
-6.151128766463015927e+04,-4.306312413979120174e+04,1.205761922070561559e+04,2.709466735489546409e+04,1.352746836754058604e+05,3.890329173077687756e+03,5.575658693196476179e+02,1.512124754034134457e+04,-1.279208064151106896e+02,-2.790095604404673577e+04,8.085856640618725214e+04,-2.672080403350152119e+04,7.436154678450830033e+03,-2.353904647491579453e+03,4.253463238764159087e+02,-1.593863016779875466e+02,-7.650112714269848624e+00,-1.055078727463193999e+01,-7.200076317354815458e-01,3.269053026115688681e+03,-3.895601429796752768e+02,-1.710354595566597709e+04,-2.934481552185245091e+05,1.755885426365259336e+05,-5.976784925603985175e+04,2.099855899817201134e+04,-4.185092497466417626e+03,1.693989451287000975e+03,8.413759668927066571e+01,1.152548938144649355e+02,1.243260905695510665e+01,8.373243812844285117e+01,2.015333105022629979e+03,2.717866921440704573e+02,1.840401756392243215e+03,3.044488969562034526e+03,4.231150808321513068e+03,5.331872227256462793e+03,6.460842135055011568e+03,7.746383270484504465e+03,9.900707117759784524e+03,6.453811014114883619e+03,-1.320895135662189568e+04,1.598230110456699731e+04,2.961081798590127619e+03,1.643590293590995498e+04,8.841556988114971318e+03,9.223341847208368563e+03,7.343422900987906360e+03,5.335233742081714809e+03,3.427161466392214606e+03
-4.884043742876894248e+04,-3.277430405914913717e+04,9.154275633153501985e+03,1.958862107722196015e+04,1.035575348688498634e+05,3.629466618591268343e+03,4.280079453508705001e+02,1.272442681920875839e+04,-1.360750126610726625e+02,5.771803985991278751e+03,-2.672080403350152483e+04,6.457392481952266826e+04,-2.357130072522460250e+04,6.509858992440221300e+03,-1.763798738020178462e+03,2.899391756076550450e+02,-8.165497096381967879e+01,-5.361961941577060742e+00,-9.487239377783657224e-01,3.441202584698418832e+03,-3.395587036829054455e+02,6.543392903327399836e+03,5.474358615440965514e+04,-2.934667547289826907e+05,1.725423564421742922e+05,-5.663718287199954648e+04,1.682145268376187232e+04,-2.963015246563968958e+03,8.717967624253283248e+02,5.806503143986380167e+01,1.650303818647494225e+01,7.638077192863463871e+00,-3.094407241919270746e+00,1.661379969756707396e+03,6.269322435920388159e+01,1.468810811012879412e+03,2.639599135982879488e+03,3.895450462891100869e+03,5.240237041425545613e+03,6.845363233291218421e+03,9.716144948915341956e+03,-2.650617512860029379e+01,1.425829063170635709e+04,-1.110789816446179611e+04,6.684054399898499469e+03,3.189839647697890541e+02,1.445138245081931018e+04,7.699319156160585408e+03,8.729162511135993554e+03,6.346533108918624748e+03,4.331027688826110534e+03
-3.904760885969600349e+04,-2.203429199231540042e+04,5.977338430303501809e+03,1.028151689978260220e+04,7.342625405723141739e+04,2.636098930169347113e+03,3.119159730136233293e+02,1.049870656947556927e+04,-1.045177291680101348e+02,-2.632423008429618221e+03,7.436154678450831852e+03,-2.357130072522460250e+04,4.897686457669696392e+04,-1.772578040777510614e+04,4.387680946566765670e+03,-9.947053177762780933e+02,1.227706424392569460e+02,-2.389991564653321987e+01,-5.427327707510616328e-01,3.117885455833146352e+03,-2.466777953129189029e+02,-2.874367155633987750e+03,-1.172274425766048262e+04,6.032749476059661538e+04,-2.466711837241257017e+05,1.412926075813615753e+05,-4.143114352328790119e+04,9.960494559582231886e+03,-1.282686330549293189e+03,2.580282821778211542e+02,9.607428211806702478e+00,-1.232310455766190138e+00,5.059094386011711464e+00,1.149816000432001175e+02,1.805075766268923644e+03,1.536083573073031339e+01,1.045343622243176242e+03,2.064818933795282646e+03,3.336403280490106681e+03,4.982390236946884215e+03,8.097748593418497876e+03,-3.284225954448130835e+01,-6.141981253270969319e+02,1.650933813870291851e+04,-7.431394722269418708e+03,3.016119433893950827e+03,-3.656151066187380252e+02,1.267552242008834219e+04,6.677247787846567007e+03,8.343749556682741968e+03,4.952851956511363824e+03
-3.143562510318018030e+04,-1.626241502111604132e+04,4.361344064323898237e+03,6.556790755526999419e+03,5.612983503537374781e+04,2.292039403150595263e+03,2.599380815485974949e+02,8.708553316786073992e+03,-9.094364156278084010e+01,2.237905309526338726e+02,-2.353904647491579908e+03,6.509858992440221300e+03,-1.772578040777510250e+04,3.441968334486922686e+04,-1.110118459281824653e+04,2.317225015555560731e+03,-4.056772224617425309e+02,2.298201644753373074e+01,-1.585665694753499722e+00,2.890362791984764954e+03,-1.746010170916086395e+02,2.846080976301195733e+02,3.064744369094441481e+03,-1.279686948749758631e+04,4.733961628561100952e+04,-1.863302735174734553e+05,9.667761088115091843e+04,-2.331944228751212358e+04,4.185270171643030153e+03,-2.489448004572719810e+02,2.871774073645599756e+01,1.127635490519735662e+00,7.074732947529749350e-01,-1.602391020175992775e+00,8.012169533442155966e+01,1.607066828895756544e+03,1.245148899281147337e+01,1.036919951817752690e+03,2.194617438667359238e+03,3.926043694668865101e+03,7.436418751181177868e+03,4.600672105912155807e+00,1.385666415590765723e+02,-9.539845922928884647e+02,1.555933952981814218e+04,-3.958325256619485117e+03,3.281073057875104041e+03,-2.025269746947706153e+02,1.104356514553676971e+04,6.606399526995025553e+03,5.777611346787069124e+03
-2.530649452170238874e+04,-1.170502918152680468e+04,3.088753439477183292e+03,3.742107879157978459e+03,4.288302545719668706e+04,1.939816175860141129e+03,2.190264132348515034e+02,7.231613264125641763e+03,-5.992314700648072545e+01,-3.081624118847305454e+02,4.253463238764158518e+02,-1.763798738020178462e+03,4.387680946566765670e+03,-1.110118459281825017e+04,2.230465127361218765e+04,-5.980982947063650499e+03,9.131272955322939424e+02,-9.985962336704960762e+01,6.201865135783112271e-01,2.528434859272459562e+03,-1.037158039240664777e+02,-4.556790382727229485e+02,-5.960053049816173143e+02,2.941720651838681988e+03,-8.760746946069390106e+03,2.865745687222501510e+04,-1.274480774417764478e+05,5.634284067168007459e+04,-9.628247061043668509e+03,1.073073516375158761e+03,-1.161131728120102125e+01,9.378612492843145521e-02,8.535899267264235313e-01,5.480655815893489269e+00,6.123271147000839854e+00,8.630187956025196172e+01,1.450675441864097593e+03,5.258814930621839068e+01,1.188499752758645627e+03,2.845994816414198795e+03,6.799341742180502479e+03,-4.513430674591231373e+00,-9.085000666965090232e+00,2.056465537675607038e+02,-8.134558077008148302e+02,1.217759810286850188e+04,-2.449965613859571931e+03,4.942766001568661522e+03,1.961812909242984915e+03,9.571125380555884476e+03,6.701260883411066970e+03
-1.930704623223227100e+04,-7.969900711548378240e+03,2.075055325684441868e+03,1.935938709247744555e+03,3.148492104674994334e+04,1.624043420854294482e+03,1.872675353283985089e+02,5.689501060449983925e+03,-5.105787794375434885e+01,-5.400107389208653785e+01,-1.593863016779875466e+02,2.899391756076549882e+02,-9.947053177762779796e+02,2.317225015555560276e+03,-5.980982947063650499e+03,1.328847920696884830e+04,-2.599230992763845279e+03,2.141902482632254419e+02,-5.328459693660851926e+00,2.214517790748850985e+03,-4.510670647742671235e+01,-1.138160707632933679e+02,6.922790255968855888e+01,-5.056160417639604248e+02,1.698957717465017822e+03,-4.369725271896742015e+03,1.383641205332690151e+04,-8.036789167658609222e+04,2.652194952902250225e+04,-2.377314445361984326e+03,1.014743730689953338e+02,1.605118355466262359e-01,3.185060585623433749e-01,1.439372876822342162e+00,5.287871976003390984e+00,5.391490308529537145e+00,6.184402397867154377e+01,1.264303752531270675e+03,1.681691168883903913e+02,1.769134120481854779e+03,5.931002954781381959e+03,-2.474555314105457704e-01,1.123550331685605030e+01,-1.470889593619233082e+01,1.631824614258569284e+02,-5.436921774741563240e+02,8.575404608033772092e+03,-1.302019421607333015e+03,7.817546896230950551e+03,4.722648439646180123e+03,7.901716937388836413e+03
-1.531649156433519602e+04,-5.345280963872191933e+03,1.371006550385866149e+03,7.883104642371478121e+02,2.355676313475376446e+04,1.327721311077245218e+03,1.538932551068368184e+02,4.563280707865595105e+03,1.075270030507118335e+01,-4.235052839525323520e+01,-7.650112714269849512e+00,-8.165497096381973563e+01,1.227706424392569176e+02,-4.056772224617424172e+02,9.131272955322936014e+02,-2.599230992763844370e+03,7.489201291264055726e+03,-7.816299842073406126e+02,1.147499780745342157e+01,1.671028409161262289e+03,6.739096068469833334e+00,-8.770491070899555552e+01,-2.825369490000966266e+01,4.354979105628269309e+01,-2.411545460003538608e+02,6.576938284438207347e+02,-1.705969044232065926e+03,5.869720716892830751e+03,-4.845626251751679229e+04,8.709564881176658673e+03,-2.298769257758085587e+02,5.356584397686336291e-02,1.742438034750444786e-01,9.011047362907111946e-01,2.149238433574951923e+00,5.217727774704258081e+00,6.839321964741332138e+00,4.146441347204856953e+01,9.433421983204152639e+02,5.881476547425447734e+02,5.380592863581242455e+03,-5.144765864990218374e-01,2.755200692123911388e+00,1.327414453619610946e+01,-2.750828508398577288e+00,1.022775802264036145e+02,-2.752384946369147656e+02,4.871064286642239495e+03,-1.700072599563935228e+03,1.082890066153515181e+04,8.693391580193398113e+03
